indice,variacao,seed,texto,modelo,experimento,checkpoint,criterio_selecao,referencia,arquivo_gerado,status,tempo_s,erro
27,1,42,O relatório foi concluído,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\3.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\027.wav,ok,1.418,
28,1,42,"Durante a madrugada, o vento ficou mais forte e algumas árvores balançavam constantemente",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\3.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\028.wav,ok,3.712,
29,1,42,Que horas são agora?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\3.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\029.wav,ok,0.861,
30,1,42,A médica explicou com calma cada etapa do tratamento recomendado,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\3.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\030.wav,ok,2.261,
31,1,42,O grupo decidiu antecipar a saída,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\031.wav,ok,1.485,
32,1,42,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\032.wav,ok,5.754,
33,1,42,O restaurante estava lotado,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\033.wav,ok,1.998,
34,1,42,Você já assistiu ao filme que foi lançado na semana passada?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\034.wav,ok,2.825,
35,1,42,"Depois de vários testes, conseguimos identificar a origem do problema",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\035.wav,ok,2.955,
36,1,42,A praia estava praticamente vazia naquela manhã de terça-feira,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\036.wav,ok,2.731,
37,1,42,O resultado saiu mais cedo do que imaginávamos,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\037.wav,ok,2.023,
38,1,42,Eu precisava apenas de alguns minutos para terminar aquela tarefa,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\038.wav,ok,2.293,
39,1,42,A apresentação terminou com aplausos,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\039.wav,ok,1.458,
40,1,42,Você pretende viajar durante o feriado?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\040.wav,ok,2.004,
41,1,42,O elevador parou no décimo segundo andar,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\041.wav,ok,5.290,
42,1,42,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\042.wav,ok,3.715,
43,1,42,O mercado fecha às oito horas da noite,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\043.wav,ok,2.556,
44,1,42,A criança ficou observando atentamente os peixes coloridos dentro do aquário,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\044.wav,ok,3.625,
45,1,42,Você conseguiu falar com o responsável?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\045.wav,ok,2.045,
46,1,42,O motorista precisou escolher uma rota alternativa para evitar um grande congestionamento,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\046.wav,ok,4.118,
47,1,42,Hoje acordei mais cedo,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\047.wav,ok,1.349,
48,1,42,O pesquisador apresentou resultados preliminares bastante promissores durante o seminário,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\048.wav,ok,3.557,
49,1,42,Parece que vai chover novamente,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\049.wav,ok,1.384,
50,1,42,Qual é a melhor maneira de chegar ao centro da cidade?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\050.wav,ok,2.207,
51,1,42,O sistema voltou a funcionar normalmente,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\051.wav,ok,2.660,
52,1,42,"Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\052.wav,ok,5.651,
53,1,42,O livro estava sobre a mesa,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\053.wav,ok,2.021,
54,1,42,Você poderia verificar se a porta foi realmente trancada antes de sairmos?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\054.wav,ok,2.745,
55,1,42,A estudante apresentou seu trabalho com confiança,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\055.wav,ok,2.244,
56,1,42,Na semana passada houve uma queda de energia que afetou vários bairros da cidade,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\056.wav,ok,3.367,
57,1,42,Ainda falta muito?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\057.wav,ok,0.732,
58,1,42,O jardineiro passou boa parte da manhã cuidando das plantas do condomínio,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\058.wav,ok,3.047,
59,1,42,O evento foi um sucesso,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\059.wav,ok,1.560,
60,1,42,Meu irmão chegou em casa pouco antes do jantar,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\060.wav,ok,1.741,
61,1,42,A reunião começou às nove horas,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\061.wav,ok,2.797,
62,1,42,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\062.wav,ok,5.823,
63,1,42,Você já terminou a leitura daquele artigo?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\063.wav,ok,1.406,
64,1,42,O avião pousou sem atrasos,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\064.wav,ok,1.236,
65,1,42,"Apesar das dificuldades iniciais, conseguimos concluir todas as etapas previstas para esta fase",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\065.wav,ok,4.812,
66,1,42,O atendimento foi rápido,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\066.wav,ok,1.962,
67,1,42,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\067.wav,ok,10.988,
68,1,42,O celular descarregou no meio da viagem,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\068.wav,ok,1.847,
69,1,42,Que notícia excelente!,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\069.wav,ok,3.345,
70,1,42,O pescador retornou ao porto trazendo uma quantidade inesperadamente grande de peixes,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\070.wav,ok,2.983,
71,1,42,O médico chegou pontualmente,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\071.wav,ok,1.373,
72,1,42,Você sabe qual é o número da sala onde acontecerá a entrevista?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\072.wav,ok,3.049,
73,1,42,O pôr do sol estava especialmente bonito hoje,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\073.wav,ok,2.020,
74,1,42,"Depois do almoço, resolvemos caminhar sem pressa pelas ruas mais antigas da cidade",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\074.wav,ok,4.131,
75,1,42,O ônibus atrasou alguns minutos,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\075.wav,ok,1.742,
76,1,42,A professora respondeu às dúvidas dos alunos antes do encerramento da aula,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\076.wav,ok,3.590,
77,1,42,Já está tudo pronto?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\077.wav,ok,1.550,
78,1,42,O técnico realizou uma inspeção detalhada em todos os equipamentos disponíveis,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\078.wav,ok,4.082,
79,1,42,A fila estava enorme,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\079.wav,ok,0.981,
80,1,42,O visitante demonstrou bastante interesse pelas atividades desenvolvidas no laboratório,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\080.wav,ok,3.671,
81,1,42,Hoje foi um dia tranquilo,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\081.wav,ok,2.082,
82,1,42,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\082.wav,ok,5.001,
83,1,42,Você ouviu aquele barulho estranho?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\083.wav,ok,2.317,
84,1,42,A recepcionista confirmou a reserva imediatamente após localizar os dados no sistema,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\084.wav,ok,4.833,
85,1,42,O trânsito melhorou bastante,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\085.wav,ok,2.433,
86,1,42,"Enquanto caminhava pela orla, observei crianças brincando e pessoas praticando esportes",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\086.wav,ok,7.066,
87,1,42,O relógio marcou exatamente sete horas da manhã,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\087.wav,ok,2.599,
88,1,42,O funcionário organizou os documentos para facilitar futuras consultas,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\088.wav,ok,3.427,
89,1,42,O jantar estava ótimo,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\089.wav,ok,1.986,
90,1,42,Será que ainda há vagas disponíveis?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\090.wav,ok,2.498,
91,1,42,A entrega foi realizada com sucesso,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\091.wav,ok,2.030,
92,1,42,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\092.wav,ok,5.484,
93,1,42,O teatro estava cheio naquela noite,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\093.wav,ok,2.183,
94,1,42,Você costuma acordar cedo nos fins de semana?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\094.wav,ok,1.998,
95,1,42,O comerciante percebeu um aumento significativo no movimento durante o período de férias,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\095.wav,ok,4.416,
96,1,42,O parque abriu normalmente,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\096.wav,ok,1.805,
97,1,42,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\097.wav,ok,5.045,
98,1,42,O tempo mudou rapidamente,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\098.wav,ok,2.167,
99,1,42,Eu gostaria de confirmar o horário exato da próxima reunião,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\099.wav,ok,3.835,
100,1,42,"Após uma longa jornada de trabalho, todos comemoraram o encerramento bem-sucedido do projeto",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v1\100.wav,ok,5.662,
1,2,123,Hoje o trânsito estava tranquilo,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\001.wav,ok,1.598,
2,2,123,Você conseguiu encontrar o endereço correto da reunião?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\002.wav,ok,2.821,
3,2,123,"Depois de muito procurar, finalmente encontrei as chaves que havia perdido durante a mudança",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\003.wav,ok,3.900,
4,2,123,O café estava tão quente que precisei esperar alguns minutos antes de beber,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\004.wav,ok,3.316,
5,2,123,Que surpresa agradável encontrar vocês por aqui!,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\005.wav,ok,2.276,
6,2,123,A previsão indica possibilidade de chuva forte entre o final da tarde e o início da noite,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\006.wav,ok,4.252,
7,2,123,Ontem eu passei rapidamente no mercado,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\007.wav,ok,2.129,
8,2,123,Você lembra qual foi o horário combinado para o encontro de amanhã?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\008.wav,ok,3.272,
9,2,123,"Durante a viagem ao interior, observamos várias paisagens diferentes ao longo da estrada",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\009.wav,ok,3.987,
10,2,123,O computador reiniciou sozinho,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\010.wav,ok,1.577,
11,2,123,Ainda não recebi a confirmação da inscrição,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\011.wav,ok,2.401,
